Date,Price,Open,High,Low,Vol.,Change %
10/14/2021,6685.21,6651.18,6692.94,6618.79,71.37M,1.33%
10/13/2021,6597.38,6539.61,6606.36,6510.27,75.94M,0.75%
10/12/2021,6548.11,6495.15,6548.11,6491.58,70.00M,-0.34%
10/11/2021,6570.54,6546.07,6574.22,6522.55,68.97M,0.16%
10/08/2021,6559.99,6609.51,6617.34,6559.99,70.18M,-0.61%
10/07/2021,6600.19,6563.24,6616.53,6545.74,91.00M,1.65%
10/06/2021,6493.12,6509.60,6510.47,6421.64,98.81M,-1.26%
10/05/2021,6576.28,6481.72,6577.29,6481.72,86.15M,1.52%
10/04/2021,6477.66,6484.90,6540.96,6452.78,73.99M,-0.61%
10/01/2021,6517.69,6421.10,6535.46,6412.70,94.02M,-0.04%
09/30/2021,6520.01,6615.99,6621.75,6509.23,112.65M,-0.62%
09/29/2021,6560.80,6549.41,6590.81,6538.11,86.06M,0.83%
09/28/2021,6506.50,6634.72,6643.58,6491.42,117.80M,-2.17%
09/27/2021,6650.91,6683.85,6688.76,6647.08,89.45M,0.19%
09/24/2021,6638.46,6675.73,6678.65,6625.43,70.09M,-0.95%
09/23/2021,6701.98,6691.08,6718.80,6667.36,82.93M,0.98%
09/22/2021,6637.00,6612.10,6642.31,6595.93,91.08M,1.29%
09/21/2021,6552.73,6513.75,6570.13,6513.75,136.74M,1.50%
09/20/2021,6455.81,6450.39,6471.09,6389.62,120.07M,-1.74%
09/17/2021,6570.19,6679.45,6697.08,6551.62,214.03M,-0.79%
09/16/2021,6622.59,6613.71,6663.41,6612.16,79.57M,0.59%
09/15/2021,6583.62,6654.83,6659.27,6577.02,81.90M,-1.04%
09/14/2021,6652.97,6672.19,6677.07,6613.52,63.63M,-0.36%
09/13/2021,6676.93,6688.77,6722.00,6670.85,61.57M,0.20%
09/10/2021,6663.77,6707.33,6722.73,6651.06,70.64M,-0.31%
09/09/2021,6684.72,6618.82,6708.33,6605.09,63.56M,0.24%
09/08/2021,6668.89,6688.84,6712.05,6628.98,68.57M,-0.85%
09/07/2021,6726.07,6731.36,6749.14,6721.35,48.02M,-0.26%
09/06/2021,6743.50,6704.35,6756.40,6700.45,41.89M,0.80%
09/03/2021,6689.99,6758.38,6758.38,6667.39,63.29M,-1.08%
09/02/2021,6763.08,6753.18,6778.33,6747.17,56.09M,0.06%
09/01/2021,6758.69,6736.44,6784.66,6730.17,75.87M,1.18%
08/31/2021,6680.18,6692.85,6708.14,6650.90,96.78M,-0.11%
08/30/2021,6687.30,6690.28,6697.52,6675.32,37.30M,0.08%
08/27/2021,6681.92,6658.27,6682.15,6644.68,43.96M,0.24%
08/26/2021,6666.03,6646.37,6673.94,6618.69,50.80M,-0.16%
08/25/2021,6676.48,6683.18,6684.21,6667.25,48.82M,0.18%
08/24/2021,6664.31,6717.77,6717.77,6634.69,48.96M,-0.28%
08/23/2021,6683.10,6699.32,6699.32,6657.14,56.01M,0.86%
08/20/2021,6626.11,6602.95,6633.19,6567.93,66.76M,0.31%
08/19/2021,6605.89,6665.12,6671.17,6560.74,96.57M,-2.43%
08/18/2021,6770.11,6824.64,6828.33,6759.74,55.66M,-0.73%
08/17/2021,6819.84,6812.42,6827.49,6789.11,56.25M,-0.28%
08/16/2021,6838.77,6849.68,6863.74,6817.43,49.72M,-0.83%
08/13/2021,6896.04,6888.48,6913.67,6885.64,49.87M,0.20%
08/12/2021,6882.47,6861.44,6891.29,6854.99,53.05M,0.36%
08/11/2021,6857.99,6840.28,6867.11,6821.21,54.45M,0.55%
08/10/2021,6820.21,6817.63,6833.12,6811.77,48.65M,0.10%
08/09/2021,6813.18,6818.54,6832.77,6806.98,47.89M,-0.06%
08/06/2021,6816.96,6772.49,6832.94,6763.01,67.23M,0.53%
08/05/2021,6781.19,6750.86,6788.69,6750.86,62.37M,0.52%
08/04/2021,6746.23,6751.15,6766.61,6730.60,68.21M,0.33%
08/03/2021,6723.81,6692.60,6749.88,6688.12,76.01M,0.72%
08/02/2021,6675.90,6657.95,6690.80,6639.31,72.37M,0.95%
07/30/2021,6612.76,6608.16,6648.20,6596.99,97.44M,-0.32%
07/29/2021,6633.77,6647.08,6671.12,6633.77,94.99M,0.37%
07/28/2021,6609.31,6547.47,6609.31,6530.74,55.29M,1.18%
07/27/2021,6531.92,6565.19,6578.04,6516.57,60.87M,-0.71%
07/26/2021,6578.60,6532.01,6588.09,6517.05,58.05M,0.15%
07/23/2021,6568.82,6518.60,6574.86,6510.27,56.12M,1.35%
07/22/2021,6481.59,6498.31,6525.21,6474.05,58.41M,0.26%
07/21/2021,6464.48,6382.36,6471.65,6381.94,82.56M,1.85%
07/20/2021,6346.85,6325.16,6386.46,6304.85,82.16M,0.81%
07/19/2021,6295.97,6398.84,6403.51,6253.25,111.92M,-2.54%
07/16/2021,6460.08,6524.95,6526.76,6418.25,71.00M,-0.51%
07/15/2021,6493.36,6538.41,6554.79,6471.07,63.13M,-0.99%
07/14/2021,6558.38,6533.80,6565.20,6530.91,50.80M,0.00%
07/13/2021,6558.47,6561.74,6569.37,6536.45,62.06M,-0.01%
07/12/2021,6559.25,6525.11,6567.98,6479.54,61.86M,0.46%
07/09/2021,6529.42,6435.29,6532.56,6429.67,84.93M,2.07%
07/08/2021,6396.73,6479.40,6483.32,6348.64,110.79M,-2.01%
07/07/2021,6527.72,6529.49,6550.95,6497.75,82.08M,0.31%
07/06/2021,6507.48,6551.00,6561.51,6483.20,72.35M,-0.91%
07/05/2021,6567.54,6545.98,6582.87,6520.38,45.91M,0.22%
07/02/2021,6552.86,6572.00,6582.79,6540.12,57.45M,-0.01%
07/01/2021,6553.82,6549.82,6588.14,6502.05,69.79M,0.71%
06/30/2021,6507.83,6562.17,6575.84,6474.43,88.78M,-0.91%
06/29/2021,6567.43,6564.07,6599.88,6561.09,61.81M,0.14%
06/28/2021,6558.02,6611.99,6633.73,6556.88,63.80M,-0.98%
06/25/2021,6622.87,6637.68,6641.90,6604.86,59.35M,-0.12%
06/24/2021,6631.15,6576.07,6639.83,6572.81,74.43M,1.22%
06/23/2021,6551.07,6616.73,6619.02,6551.07,70.38M,-0.91%
06/22/2021,6611.50,6609.98,6622.20,6583.50,65.10M,0.14%
06/21/2021,6602.54,6525.03,6607.99,6511.93,78.94M,0.51%
06/18/2021,6569.16,6657.23,6687.29,6560.12,170.61M,-1.46%
06/17/2021,6666.26,6636.70,6674.37,6631.63,70.68M,0.20%
06/16/2021,6652.65,6657.52,6659.38,6632.36,69.89M,0.20%
06/15/2021,6639.52,6643.42,6655.66,6634.45,67.45M,0.35%
06/14/2021,6616.35,6625.55,6650.16,6599.27,64.52M,0.24%
06/11/2021,6600.66,6550.30,6607.61,6549.83,68.90M,0.83%
06/10/2021,6546.49,6574.59,6574.59,6526.23,75.22M,-0.26%
06/09/2021,6563.45,6561.93,6570.82,6533.37,61.45M,0.19%
06/08/2021,6551.01,6545.69,6574.21,6540.71,65.45M,0.11%
06/07/2021,6543.56,6509.98,6560.39,6485.80,57.85M,0.43%
06/04/2021,6515.66,6514.27,6517.93,6497.39,51.80M,0.12%
06/03/2021,6507.92,6518.58,6522.23,6473.67,55.26M,-0.21%
06/02/2021,6521.52,6489.90,6521.82,6482.10,55.39M,0.49%
06/01/2021,6489.40,6470.42,6521.57,6464.71,61.10M,0.66%
05/31/2021,6447.17,6483.32,6496.32,6441.76,41.78M,-0.57%
05/28/2021,6484.11,6453.12,6493.72,6448.87,64.75M,0.75%
05/27/2021,6435.71,6379.83,6467.72,6379.83,147.52M,0.69%
05/26/2021,6391.60,6403.95,6413.72,6375.14,58.34M,0.02%
05/25/2021,6390.27,6416.61,6422.83,6390.27,59.10M,-0.28%
05/24/2021,6408.49,6395.96,6408.49,6382.71,35.00M,0.35%
05/21/2021,6386.41,6360.88,6402.10,6351.95,75.86M,0.68%
05/20/2021,6343.58,6296.25,6343.58,6267.55,68.53M,1.29%
05/19/2021,6262.55,6292.05,6310.49,6192.33,92.76M,-1.43%
05/18/2021,6353.67,6406.18,6412.91,6343.55,74.13M,-0.21%
05/17/2021,6367.35,6397.22,6410.21,6349.33,62.54M,-0.28%
05/14/2021,6385.14,6335.82,6385.67,6301.19,66.94M,1.54%
05/13/2021,6288.33,6219.73,6303.70,6150.43,64.87M,0.14%
05/12/2021,6279.35,6259.63,6299.24,6233.96,80.90M,0.19%
05/11/2021,6267.39,6314.27,6324.31,6226.11,100.70M,-1.86%
05/10/2021,6385.99,6395.38,6395.60,6367.04,76.55M,0.01%
05/07/2021,6385.51,6388.92,6390.04,6342.37,78.61M,0.45%
05/06/2021,6357.09,6348.90,6377.58,6321.72,86.38M,0.28%
05/05/2021,6339.47,6284.54,6339.47,6275.14,83.86M,1.40%
05/04/2021,6251.75,6319.49,6355.87,6238.79,85.37M,-0.89%
05/03/2021,6307.90,6285.51,6314.92,6252.66,49.98M,0.61%
04/30/2021,6269.48,6316.32,6320.14,6268.86,80.06M,-0.53%
04/29/2021,6302.57,6341.12,6352.36,6287.44,78.83M,-0.07%
04/28/2021,6306.98,6293.21,6320.11,6283.62,69.45M,0.53%
04/27/2021,6273.76,6273.36,6282.52,6255.41,66.02M,-0.03%
04/26/2021,6275.52,6256.04,6288.79,6240.99,64.37M,0.28%
04/23/2021,6257.94,6259.63,6280.81,6227.19,61.77M,-0.15%
04/22/2021,6267.28,6230.21,6274.19,6225.59,67.09M,0.91%
04/21/2021,6210.55,6180.69,6227.04,6178.66,77.39M,0.74%
04/20/2021,6165.11,6281.10,6285.29,6154.03,98.50M,-2.09%
04/19/2021,6296.69,6294.74,6319.08,6293.17,58.53M,0.15%
04/16/2021,6287.07,6229.65,6299.56,6229.30,86.38M,0.85%
04/15/2021,6234.14,6219.04,6244.23,6209.59,66.20M,0.41%
04/14/2021,6208.58,6214.49,6217.74,6194.55,61.06M,0.40%
04/13/2021,6184.10,6171.88,6193.24,6156.49,74.72M,0.36%
04/12/2021,6161.68,6167.32,6183.02,6151.52,69.62M,-0.13%
04/09/2021,6169.41,6171.60,6188.48,6161.42,65.26M,0.06%
04/08/2021,6165.72,6153.36,6171.45,6146.22,66.07M,0.57%
04/07/2021,6130.66,6137.63,6154.38,6118.91,62.43M,-0.01%
04/06/2021,6131.34,6155.22,6159.10,6125.74,73.63M,0.47%
04/01/2021,6102.96,6079.67,6106.12,6063.86,75.22M,0.59%
03/31/2021,6067.23,6085.02,6097.74,6060.24,85.39M,-0.34%
03/30/2021,6088.04,6044.54,6095.08,6041.39,76.90M,1.21%
03/29/2021,6015.51,5995.00,6029.59,5985.36,67.75M,0.45%
03/26/2021,5988.81,5979.23,6002.95,5962.46,80.68M,0.61%
03/25/2021,5952.41,5911.04,5952.41,5886.00,73.42M,0.09%
03/24/2021,5947.29,5901.64,5948.67,5890.55,80.55M,0.03%
03/23/2021,5945.30,5943.31,5968.56,5921.83,75.66M,-0.39%
03/22/2021,5968.48,5960.85,5987.23,5943.71,76.07M,-0.49%
03/19/2021,5997.96,6021.13,6047.65,5983.61,212.88M,-1.07%
03/18/2021,6062.79,6076.21,6082.92,6044.32,91.17M,0.13%
03/17/2021,6054.82,6048.31,6062.36,6037.25,80.66M,-0.01%
03/16/2021,6055.43,6050.40,6061.19,6034.76,84.66M,0.32%
03/15/2021,6035.97,6069.09,6089.20,6018.55,78.75M,-0.17%
03/12/2021,6046.55,6030.63,6046.55,6017.41,72.24M,0.21%
03/11/2021,6033.76,6004.16,6033.76,5995.41,85.66M,0.72%
03/10/2021,5990.55,5915.17,5993.63,5912.35,84.11M,1.11%
03/09/2021,5924.97,5903.26,5937.81,5895.33,98.01M,0.37%
03/08/2021,5902.99,5822.92,5912.50,5799.05,103.17M,2.08%
03/05/2021,5782.65,5794.48,5837.55,5755.60,99.55M,-0.82%
03/04/2021,5830.65,5800.73,5844.69,5797.67,96.69M,0.01%
03/03/2021,5830.06,5841.20,5871.43,5788.66,91.44M,0.35%
03/02/2021,5809.73,5774.62,5835.74,5773.52,78.46M,0.29%
03/01/2021,5792.79,5770.89,5804.35,5765.80,83.78M,1.57%
02/26/2021,5703.22,5715.69,5768.03,5688.26,126.43M,-1.39%
02/25/2021,5783.89,5824.72,5834.36,5783.89,99.04M,-0.24%
02/24/2021,5797.98,5769.21,5804.14,5758.30,83.30M,0.31%
02/23/2021,5779.84,5781.24,5804.90,5721.92,93.39M,0.21%
02/22/2021,5767.44,5737.47,5776.64,5703.48,83.87M,-0.11%
02/19/2021,5773.55,5737.19,5784.90,5733.84,95.52M,0.79%
02/18/2021,5728.33,5757.75,5779.01,5720.58,95.21M,-0.65%
02/17/2021,5765.84,5762.01,5790.27,5752.85,89.77M,-0.36%
02/16/2021,5786.53,5796.43,5797.92,5768.96,69.74M,0.00%
02/15/2021,5786.25,5732.30,5801.38,5722.16,95.60M,1.45%
02/12/2021,5703.67,5651.67,5705.02,5627.99,74.87M,0.60%
02/11/2021,5669.82,5684.94,5692.00,5656.80,85.82M,-0.02%
02/10/2021,5670.80,5719.32,5719.32,5647.28,80.61M,-0.36%
02/09/2021,5691.54,5703.53,5703.53,5674.43,74.73M,0.10%
02/08/2021,5686.03,5688.68,5714.28,5673.63,75.60M,0.47%
02/05/2021,5659.26,5638.74,5673.03,5627.84,90.03M,0.90%
02/04/2021,5608.54,5568.39,5613.95,5566.58,84.65M,0.82%
02/03/2021,5563.05,5610.59,5626.41,5554.09,81.32M,0.00%
02/02/2021,5563.11,5510.62,5574.77,5509.24,92.32M,1.86%
02/01/2021,5461.68,5441.43,5481.67,5429.78,75.05M,1.16%
01/29/2021,5399.21,5421.53,5474.80,5399.21,109.39M,-2.02%
01/28/2021,5510.52,5407.74,5525.95,5379.22,113.18M,0.93%
01/27/2021,5459.62,5517.53,5545.45,5401.43,123.36M,-1.16%
01/26/2021,5523.52,5473.25,5555.28,5471.09,84.02M,0.93%
01/25/2021,5472.36,5579.73,5584.40,5453.24,103.15M,-1.57%
01/22/2021,5559.57,5568.88,5573.71,5511.44,89.45M,-0.56%
01/21/2021,5590.79,5660.27,5665.98,5589.80,87.61M,-0.67%
01/20/2021,5628.44,5615.41,5646.06,5602.49,78.55M,0.53%
01/19/2021,5598.61,5647.75,5655.22,5592.20,89.50M,-0.33%
01/18/2021,5617.27,5584.85,5618.42,5584.59,62.12M,0.10%
01/15/2021,5611.69,5648.70,5656.45,5563.74,127.62M,-1.22%
01/14/2021,5681.14,5662.17,5690.49,5656.75,104.62M,0.33%
01/13/2021,5662.67,5648.96,5679.07,5643.75,109.76M,0.21%
01/12/2021,5650.97,5672.20,5679.06,5636.75,73.94M,-0.20%
01/11/2021,5662.43,5684.66,5704.09,5629.46,76.38M,-0.78%
01/08/2021,5706.88,5711.58,5721.89,5676.15,87.56M,0.65%
01/07/2021,5669.85,5651.04,5689.28,5629.49,91.73M,0.70%
01/06/2021,5630.60,5601.01,5648.42,5553.39,116.29M,1.19%
01/05/2021,5564.60,5561.60,5603.66,5530.48,79.26M,-0.44%
01/04/2021,5588.96,5614.04,5656.42,5567.97,82.74M,0.68%
12/31/2020,5551.41,5573.20,5598.93,5551.41,21.14M,-0.86%
12/30/2020,5599.41,5603.72,5625.60,5594.11,35.28M,-0.22%
12/29/2020,5611.79,5610.13,5625.52,5603.74,45.06M,0.42%
12/28/2020,5588.38,5562.04,5601.00,5547.90,44.71M,1.20%
12/24/2020,5522.01,5542.49,5545.71,5517.01,14.72M,-0.10%
12/23/2020,5527.59,5472.14,5539.16,5472.03,59.21M,1.11%
12/22/2020,5466.86,5411.15,5477.87,5411.15,64.60M,1.36%
12/21/2020,5393.34,5392.55,5422.10,5306.58,122.85M,-2.43%
12/18/2020,5527.84,5533.78,5581.96,5519.17,173.23M,-0.39%
12/17/2020,5549.46,5578.79,5585.51,5547.59,83.85M,0.03%
12/16/2020,5547.68,5551.45,5589.76,5515.50,87.84M,0.31%
12/15/2020,5530.31,5521.79,5565.52,5517.06,90.44M,0.04%
12/14/2020,5527.84,5547.30,5577.18,5527.84,82.23M,0.37%
12/11/2020,5507.55,5528.14,5532.81,5466.56,96.87M,-0.76%
12/10/2020,5549.65,5558.96,5572.80,5511.48,94.90M,0.05%
12/09/2020,5546.82,5590.19,5599.41,5545.94,90.86M,-0.25%
12/08/2020,5560.67,5553.79,5574.57,5521.87,77.51M,-0.23%
12/07/2020,5573.38,5594.50,5595.83,5535.42,86.16M,-0.64%
12/04/2020,5609.15,5574.12,5616.62,5574.12,99.70M,0.62%
12/03/2020,5574.36,5581.53,5584.10,5546.29,92.24M,-0.15%
12/02/2020,5583.01,5563.05,5585.87,5549.79,95.25M,0.02%
12/01/2020,5581.64,5542.46,5589.68,5529.25,102.22M,1.14%
11/30/2020,5518.55,5564.16,5599.94,5518.55,147.86M,-1.42%
11/27/2020,5598.18,5563.04,5612.76,5556.62,84.63M,0.56%
11/26/2020,5566.79,5589.38,5592.78,5559.72,65.75M,-0.08%
11/25/2020,5571.29,5577.97,5589.78,5545.01,113.62M,0.23%
11/24/2020,5558.42,5546.07,5574.69,5536.11,124.94M,1.21%
11/23/2020,5492.15,5543.83,5555.83,5492.15,95.99M,-0.07%
11/20/2020,5495.89,5463.99,5524.25,5461.39,94.70M,0.39%
11/19/2020,5474.66,5458.02,5490.18,5449.45,93.49M,-0.67%
11/18/2020,5511.45,5468.17,5521.01,5452.12,90.37M,0.52%
11/17/2020,5483.00,5468.29,5487.31,5441.26,97.13M,0.21%
11/16/2020,5471.48,5430.57,5518.91,5402.31,139.10M,1.70%
11/13/2020,5380.16,5343.32,5411.12,5343.25,101.91M,0.33%
11/12/2020,5362.57,5394.37,5421.40,5348.63,103.38M,-1.52%
11/11/2020,5445.21,5433.66,5462.95,5408.67,111.22M,0.48%
11/10/2020,5418.97,5351.31,5439.08,5327.22,209.89M,1.55%
11/09/2020,5336.32,5036.92,5387.49,5021.33,245.97M,7.57%
11/06/2020,4960.88,4964.26,4997.74,4915.24,89.98M,-0.46%
11/05/2020,4983.99,4956.02,4998.19,4942.18,103.97M,1.24%
11/04/2020,4922.85,4736.46,4926.56,4730.31,112.28M,2.44%
11/03/2020,4805.61,4743.86,4812.29,4730.23,114.00M,2.44%
11/02/2020,4691.14,4614.95,4705.11,4581.86,94.94M,2.11%
10/30/2020,4594.24,4519.37,4601.74,4519.37,109.10M,0.54%
10/29/2020,4569.67,4571.13,4606.72,4512.57,120.09M,-0.03%
10/28/2020,4571.12,4635.19,4640.63,4521.61,162.66M,-3.37%
10/27/2020,4730.66,4818.98,4818.98,4723.70,107.93M,-1.77%
10/26/2020,4816.12,4844.64,4896.47,4814.99,85.09M,-1.90%
10/23/2020,4909.64,4843.28,4934.71,4843.14,80.39M,1.20%
10/22/2020,4851.38,4830.44,4873.90,4783.65,89.67M,-0.05%
10/21/2020,4853.95,4945.33,4945.33,4849.01,77.28M,-1.53%
10/20/2020,4929.28,4932.87,4968.61,4914.49,89.48M,-0.27%
10/19/2020,4942.62,4955.39,4993.39,4881.46,44.91M,0.14%
10/16/2020,4935.86,4904.10,4957.60,4875.76,103.41M,2.03%
10/15/2020,4837.42,4873.03,4881.31,4808.58,106.04M,-2.11%
10/14/2020,4941.66,4956.69,4965.32,4928.43,71.56M,-0.12%
10/13/2020,4947.61,4976.28,4976.58,4928.64,81.15M,-0.64%
10/12/2020,4979.29,4952.47,4998.51,4944.00,74.09M,0.66%
10/09/2020,4946.81,4925.41,4954.02,4918.06,82.33M,0.71%
10/08/2020,4911.94,4910.49,4936.04,4877.10,76.90M,0.61%
10/07/2020,4882.00,4888.49,4915.63,4865.26,90.53M,-0.27%
10/06/2020,4895.46,4881.80,4925.71,4850.36,88.77M,0.48%
10/05/2020,4871.87,4863.63,4876.86,4842.26,73.98M,0.97%
10/02/2020,4824.88,4769.43,4824.88,4757.22,78.03M,0.02%
10/01/2020,4824.04,4850.20,4871.83,4804.77,90.32M,0.43%
09/30/2020,4803.44,4793.19,4854.02,4782.69,98.79M,-0.59%
09/29/2020,4832.07,4832.87,4846.63,4806.45,73.79M,-0.23%
09/28/2020,4843.27,4806.14,4849.97,4788.18,96.86M,2.40%
09/25/2020,4729.66,4754.81,4758.05,4666.26,96.96M,-0.69%
09/24/2020,4762.62,4746.10,4806.83,4744.04,97.84M,-0.83%
09/23/2020,4802.26,4824.17,4871.45,4802.26,86.95M,0.62%
09/22/2020,4772.84,4809.57,4827.00,4772.84,92.91M,-0.40%
09/21/2020,4792.04,4949.76,4949.76,4779.21,128.89M,-3.74%
09/18/2020,4978.18,5035.94,5041.33,4978.18,279.16M,-1.22%
09/17/2020,5039.50,5005.89,5053.32,4995.65,85.82M,-0.69%
09/16/2020,5074.42,5065.75,5091.52,5029.56,81.46M,0.13%
09/15/2020,5067.93,5056.90,5087.99,5035.10,79.32M,0.32%
09/14/2020,5051.88,5071.87,5087.52,5034.91,57.54M,0.35%
09/11/2020,5034.14,5014.97,5053.63,4997.86,70.57M,0.20%
09/10/2020,5023.93,5039.48,5062.89,5005.84,70.70M,-0.38%
09/09/2020,5042.98,4980.46,5058.35,4973.36,86.32M,1.40%
09/08/2020,4973.52,5052.88,5061.60,4935.38,85.59M,-1.59%
09/07/2020,5053.72,4979.87,5064.64,4979.87,61.69M,1.79%
09/04/2020,4965.07,4974.69,5068.88,4928.79,108.59M,-0.89%
09/03/2020,5009.52,5074.64,5131.39,4982.34,93.62M,-0.44%
09/02/2020,5031.74,4969.62,5062.01,4959.64,87.00M,1.90%
09/01/2020,4938.10,4974.42,4993.56,4892.83,91.32M,-0.18%
08/31/2020,4947.22,5041.34,5067.55,4942.18,97.43M,-1.11%
08/28/2020,5002.94,5031.31,5031.53,4970.64,71.21M,-0.26%
08/27/2020,5015.97,5052.26,5052.26,5005.46,67.45M,-0.64%
08/26/2020,5048.43,4991.63,5050.10,4977.94,49.32M,0.80%
08/25/2020,5008.27,5023.06,5073.61,5008.27,64.06M,0.01%
08/24/2020,5007.89,4948.71,5013.70,4948.71,68.84M,2.28%
08/21/2020,4896.33,4927.61,4939.25,4839.08,72.89M,-0.30%
08/20/2020,4911.24,4914.69,4937.95,4888.15,66.41M,-1.33%
08/19/2020,4977.23,4934.79,4977.23,4917.53,53.10M,0.79%
08/18/2020,4938.06,4951.98,5001.29,4924.15,60.47M,-0.68%
08/17/2020,4971.94,4972.59,4995.55,4937.72,51.86M,0.18%
08/14/2020,4962.93,5018.95,5018.95,4921.58,66.38M,-1.58%
08/13/2020,5042.38,5055.42,5079.02,5037.55,57.69M,-0.61%
08/12/2020,5073.31,5017.73,5096.53,5010.80,76.79M,0.90%
08/11/2020,5027.99,4952.41,5052.12,4949.05,97.81M,2.41%
08/10/2020,4909.51,4905.27,4937.63,4878.58,62.04M,0.41%
08/07/2020,4889.52,4873.10,4896.21,4843.90,62.37M,0.09%
08/06/2020,4885.13,4919.41,4951.86,4860.98,80.02M,-0.98%
08/05/2020,4933.34,4916.96,4954.60,4907.41,74.97M,0.90%
08/04/2020,4889.52,4905.66,4920.80,4856.65,86.95M,0.28%
08/03/2020,4875.93,4797.06,4899.52,4763.60,104.62M,1.93%
07/31/2020,4783.69,4866.24,4902.90,4783.69,129.68M,-1.43%
07/30/2020,4852.94,4952.08,4952.38,4801.02,137.07M,-2.13%
07/29/2020,4958.74,4948.48,4978.50,4945.58,75.52M,0.60%
07/28/2020,4928.94,4930.10,4950.01,4893.63,78.67M,-0.22%
07/27/2020,4939.62,4944.30,4957.77,4923.19,74.17M,-0.34%
07/24/2020,4956.43,4973.73,4982.12,4925.41,76.46M,-1.54%
07/23/2020,5033.76,5064.72,5083.97,5019.21,79.47M,-0.07%
07/22/2020,5037.12,5098.48,5099.29,5028.48,75.80M,-1.32%
07/21/2020,5104.28,5129.78,5172.98,5097.42,85.78M,0.22%
07/20/2020,5093.18,5058.48,5100.79,5015.11,65.19M,0.47%
07/17/2020,5069.42,5088.00,5091.13,5045.07,82.55M,-0.31%
07/16/2020,5085.28,5076.52,5105.12,5048.32,69.54M,-0.46%
07/15/2020,5108.98,5045.92,5145.33,5039.19,97.82M,2.03%
07/14/2020,5007.46,4990.48,5007.46,4941.73,83.50M,-0.96%
07/13/2020,5056.23,5026.20,5060.43,4980.12,75.19M,1.73%
07/10/2020,4970.48,4891.61,4974.37,4882.50,82.36M,1.01%
07/09/2020,4921.01,5006.52,5014.85,4911.56,83.12M,-1.21%
07/08/2020,4981.13,5004.82,5040.52,4969.83,79.88M,-1.24%
07/07/2020,5043.73,5054.04,5056.52,5009.03,75.99M,-0.74%
07/06/2020,5081.51,5112.50,5121.72,5059.07,88.52M,1.49%
07/03/2020,5007.14,5056.67,5062.51,4982.24,61.98M,-0.84%
07/02/2020,5049.38,4963.13,5072.71,4956.66,115.45M,2.49%
07/01/2020,4926.94,4939.80,4963.37,4851.37,94.50M,-0.18%
06/30/2020,4935.99,4958.94,4967.35,4901.96,102.40M,-0.19%
06/29/2020,4945.46,4887.23,4977.63,4867.33,94.42M,0.73%
06/26/2020,4909.64,4965.72,5014.83,4908.15,83.95M,-0.18%
06/25/2020,4918.58,4860.16,4941.96,4795.05,99.38M,0.97%
06/24/2020,4871.36,4985.63,5004.04,4871.36,97.10M,-2.92%
06/23/2020,5017.68,4972.88,5046.31,4962.60,101.53M,1.39%
06/22/2020,4948.70,4928.01,5006.40,4902.06,84.70M,-0.62%
06/19/2020,4979.45,4997.53,5040.47,4979.45,219.58M,0.42%
06/18/2020,4958.75,4978.30,5017.18,4908.60,101.19M,-0.75%
06/17/2020,4995.97,4952.57,5026.84,4952.57,107.06M,0.88%
06/16/2020,4952.46,4922.79,5006.79,4887.56,144.45M,2.84%
06/15/2020,4815.72,4716.98,4841.53,4691.81,111.89M,-0.49%
06/12/2020,4839.26,4774.11,4940.79,4759.17,133.16M,0.49%
06/11/2020,4815.60,4925.95,4956.30,4815.60,161.27M,-4.71%
06/10/2020,5053.42,5119.86,5152.45,5043.57,121.34M,-0.82%
06/09/2020,5095.11,5187.09,5203.42,5053.21,160.53M,-1.55%
06/08/2020,5175.52,5159.30,5213.67,5137.20,152.91M,-0.43%
06/05/2020,5197.79,5060.92,5199.65,5060.92,186.84M,3.71%
06/04/2020,5011.98,4994.18,5052.75,4966.82,138.79M,-0.21%
06/03/2020,5022.38,4911.45,5026.45,4909.99,160.11M,3.36%
06/02/2020,4858.97,4799.88,4880.15,4795.28,126.84M,2.02%
06/01/2020,4762.78,4776.72,4782.03,4721.63,75.98M,1.43%
05/29/2020,4695.44,4733.98,4768.85,4695.36,167.18M,-1.59%
05/28/2020,4771.39,4718.11,4784.09,4701.52,127.44M,1.76%
05/27/2020,4688.74,4621.77,4711.99,4614.41,177.96M,1.79%
05/26/2020,4606.24,4588.30,4619.84,4573.89,140.17M,1.46%
05/25/2020,4539.91,4482.54,4539.91,4451.56,65.97M,2.15%
05/22/2020,4444.56,4381.82,4475.35,4368.80,99.19M,-0.02%
05/21/2020,4445.45,4443.92,4498.08,4429.27,88.24M,-1.15%
05/20/2020,4496.98,4434.62,4499.79,4396.20,107.24M,0.87%
05/19/2020,4458.16,4536.07,4536.07,4421.11,138.77M,-0.89%
05/18/2020,4498.34,4361.03,4508.95,4354.73,119.51M,5.16%
05/15/2020,4277.63,4314.97,4335.77,4255.19,111.24M,0.11%
05/14/2020,4273.13,4294.01,4313.26,4194.58,127.63M,-1.65%
05/13/2020,4344.95,4420.50,4422.74,4336.56,103.29M,-2.85%
05/12/2020,4472.50,4473.43,4499.39,4453.65,99.27M,-0.39%
05/11/2020,4490.22,4561.19,4569.76,4460.24,83.49M,-1.31%
05/08/2020,4549.64,4538.09,4560.19,4519.59,49.41M,1.07%
05/07/2020,4501.44,4456.44,4503.94,4440.98,78.23M,1.54%
05/06/2020,4433.38,4484.16,4484.16,4425.78,83.24M,-1.11%
