Date,Price,Open,High,Low,Vol.,Change %
05/05/2020,4483.13,4455.74,4492.52,4419.95,93.37M,2.40%
05/04/2020,4378.23,4413.14,4427.74,4362.13,124.81M,-4.24%
04/30/2020,4572.18,4693.28,4719.74,4554.91,141.61M,-2.12%
04/29/2020,4671.11,4566.29,4678.93,4552.81,111.69M,2.22%
04/28/2020,4569.79,4507.42,4601.94,4493.51,104.39M,1.43%
04/27/2020,4505.26,4479.86,4505.26,4448.05,75.90M,2.55%
04/24/2020,4393.32,4387.03,4448.73,4366.09,81.30M,-1.30%
04/23/2020,4451.00,4450.19,4495.90,4395.75,90.08M,0.89%
04/22/2020,4411.80,4382.20,4417.57,4361.44,84.20M,1.25%
04/21/2020,4357.46,4467.49,4477.31,4357.46,98.90M,-3.77%
04/20/2020,4528.30,4531.34,4531.34,4426.24,79.83M,0.65%
04/17/2020,4499.01,4470.92,4550.78,4464.09,134.39M,3.42%
04/16/2020,4350.16,4402.38,4418.65,4318.90,107.75M,-0.08%
04/15/2020,4353.72,4511.87,4525.50,4335.59,119.36M,-3.76%
04/14/2020,4523.91,4553.55,4577.84,4497.56,104.76M,0.38%
04/09/2020,4506.85,4512.30,4543.69,4409.04,126.59M,1.44%
04/08/2020,4442.75,4397.36,4442.75,4333.09,96.26M,0.10%
04/07/2020,4438.27,4489.40,4527.60,4379.27,146.54M,2.12%
04/06/2020,4346.14,4298.50,4353.21,4268.52,141.47M,4.61%
04/03/2020,4154.58,4204.81,4214.59,4142.28,124.04M,-1.57%
04/02/2020,4220.96,4243.84,4265.56,4143.16,135.20M,0.33%
04/01/2020,4207.24,4259.94,4266.69,4186.45,141.86M,-4.30%
03/31/2020,4396.12,4437.78,4468.52,4309.72,151.40M,0.40%
03/30/2020,4378.51,4362.09,4379.15,4216.41,119.40M,0.62%
03/27/2020,4351.49,4433.95,4471.37,4288.66,144.02M,-4.23%
03/26/2020,4543.58,4332.79,4543.58,4296.06,150.66M,2.51%
03/25/2020,4432.30,4339.71,4453.01,4221.32,176.94M,4.47%
03/24/2020,4242.70,4087.61,4242.70,4038.06,185.44M,8.39%
03/23/2020,3914.31,3869.01,4097.82,3851.17,195.85M,-3.32%
03/20/2020,4048.80,4066.79,4109.11,3984.30,271.87M,5.01%
03/19/2020,3855.50,3833.99,3909.15,3691.08,199.53M,2.68%
03/18/2020,3754.84,3905.53,3908.72,3726.45,214.27M,-5.94%
03/17/2020,3991.78,4041.33,4042.46,3759.00,225.79M,2.84%
03/16/2020,3881.46,3886.82,3962.01,3632.06,311.60M,-5.75%
03/13/2020,4118.36,4234.37,4438.51,4055.19,326.46M,1.83%
03/12/2020,4044.26,4374.67,4404.26,4025.89,371.40M,-12.28%
03/11/2020,4610.25,4716.22,4766.00,4603.05,206.90M,-0.57%
03/10/2020,4636.61,4770.62,4924.84,4615.16,280.31M,-1.51%
03/09/2020,4707.91,4845.27,4863.34,4691.20,329.16M,-8.39%
03/06/2020,5139.11,5253.82,5284.08,5117.57,198.43M,-4.14%
03/05/2020,5361.10,5490.52,5494.16,5329.24,155.48M,-1.90%
03/04/2020,5464.89,5400.43,5493.25,5357.35,152.46M,1.33%
03/03/2020,5393.17,5408.15,5509.28,5371.66,186.27M,1.12%
03/02/2020,5333.52,5416.02,5430.05,5197.57,201.84M,0.44%
02/28/2020,5309.90,5310.82,5376.05,5229.56,268.47M,-3.38%
02/27/2020,5495.60,5571.72,5613.72,5421.31,216.33M,-3.32%
02/26/2020,5684.55,5646.14,5707.31,5526.14,161.98M,0.09%
02/25/2020,5679.68,5825.37,5828.46,5670.71,143.62M,-1.94%
02/24/2020,5791.87,5875.86,5884.86,5765.17,175.27M,-3.94%
02/21/2020,6029.72,6035.03,6067.29,5995.14,97.33M,-0.54%
02/20/2020,6062.30,6105.17,6110.95,6062.30,91.06M,-0.80%
02/19/2020,6111.24,6086.11,6111.41,6072.66,80.16M,0.90%
02/18/2020,6056.82,6042.38,6079.50,6039.94,89.93M,-0.48%
02/17/2020,6085.95,6079.53,6088.60,6064.92,58.00M,0.27%
02/14/2020,6069.35,6096.07,6096.07,6067.14,77.99M,-0.39%
02/13/2020,6093.14,6076.92,6098.26,6028.28,92.67M,-0.19%
02/12/2020,6104.73,6064.25,6104.73,6062.97,92.68M,0.83%
02/11/2020,6054.76,6047.96,6060.97,6032.79,81.57M,0.65%
02/10/2020,6015.67,6008.48,6018.31,5993.91,65.70M,-0.23%
02/07/2020,6029.75,6027.54,6044.97,5999.95,82.35M,-0.14%
02/06/2020,6038.18,6045.04,6050.94,6008.55,106.15M,0.88%
02/05/2020,5985.40,5919.06,6004.33,5912.49,107.84M,0.85%
02/04/2020,5935.05,5863.36,5935.05,5862.82,85.60M,1.76%
02/03/2020,5832.51,5822.04,5857.40,5804.14,75.68M,0.45%
01/31/2020,5806.34,5891.71,5894.69,5799.04,101.86M,-1.11%
01/30/2020,5871.77,5886.02,5904.08,5846.45,89.99M,-1.40%
01/29/2020,5954.89,5921.97,5969.73,5916.23,74.11M,0.49%
01/28/2020,5925.82,5886.81,5933.72,5857.23,84.49M,1.07%
01/27/2020,5863.02,5924.06,5942.83,5851.00,104.04M,-2.68%
01/24/2020,6024.26,6019.60,6064.55,6016.77,82.33M,0.88%
01/23/2020,5971.79,5992.47,6024.32,5961.87,90.04M,-0.65%
01/22/2020,6010.98,6053.85,6069.26,6005.77,69.41M,-0.58%
01/21/2020,6045.99,6034.24,6045.99,5994.17,63.92M,-0.54%
01/20/2020,6078.54,6092.97,6094.09,6071.17,41.27M,-0.36%
01/17/2020,6100.72,6066.29,6109.81,6066.29,79.32M,1.02%
01/16/2020,6039.03,6039.62,6058.97,6021.03,76.03M,0.11%
01/15/2020,6032.61,6042.72,6053.01,6011.28,79.85M,-0.14%
01/14/2020,6040.89,6037.45,6046.12,5980.05,75.44M,0.08%
01/13/2020,6036.14,6040.91,6058.69,6018.33,65.19M,-0.02%
01/10/2020,6037.11,6056.74,6057.83,6028.29,64.39M,-0.09%
01/09/2020,6042.55,6066.75,6071.66,6034.15,67.96M,0.19%
01/08/2020,6031.00,5986.81,6031.00,5972.77,71.43M,0.31%
01/07/2020,6012.35,6033.22,6065.74,6000.00,69.59M,-0.02%
01/06/2020,6013.59,6001.21,6017.97,5955.25,69.06M,-0.51%
01/03/2020,6044.16,6007.96,6044.16,5994.59,60.49M,0.04%
01/02/2020,6041.50,6016.61,6062.92,6011.21,63.96M,1.06%
12/31/2019,5978.06,5970.59,5987.22,5958.25,20.67M,-0.07%
12/30/2019,5982.22,6028.96,6037.70,5982.22,40.32M,-0.91%
12/27/2019,6037.39,6039.95,6065.00,6027.72,47.29M,0.13%
12/24/2019,6029.55,6027.19,6033.99,6025.62,12.44M,0.00%
12/23/2019,6029.37,6013.56,6035.95,6005.96,46.60M,0.13%
12/20/2019,6021.53,5979.53,6024.17,5966.88,151.36M,0.82%
12/19/2019,5972.28,5963.87,5972.28,5942.88,72.32M,0.21%
12/18/2019,5959.60,5971.40,5983.02,5959.60,80.80M,-0.15%
12/17/2019,5968.26,5989.48,5989.48,5955.36,84.48M,-0.39%
12/16/2019,5991.66,5946.65,6003.38,5942.30,77.24M,1.23%
12/13/2019,5919.02,5968.86,5972.17,5907.22,113.20M,0.59%
12/12/2019,5884.26,5871.20,5915.65,5845.00,91.51M,0.40%
12/11/2019,5860.88,5844.02,5865.88,5825.42,62.94M,0.22%
12/10/2019,5848.03,5833.48,5851.11,5776.67,73.07M,0.18%
12/09/2019,5837.25,5865.73,5870.79,5836.14,56.25M,-0.59%
12/06/2019,5871.91,5815.75,5871.91,5811.29,75.93M,1.21%
12/05/2019,5801.55,5808.26,5849.78,5801.46,73.42M,0.03%
12/04/2019,5799.68,5725.97,5812.71,5725.97,89.69M,1.27%
12/03/2019,5727.22,5787.14,5800.93,5697.06,86.29M,-1.03%
12/02/2019,5786.74,5910.12,5947.68,5781.03,99.39M,-2.01%
11/29/2019,5905.17,5895.89,5929.79,5885.66,61.64M,-0.13%
11/28/2019,5912.72,5909.95,5919.13,5900.21,42.73M,-0.24%
11/27/2019,5926.84,5943.45,5947.30,5921.92,68.03M,-0.05%
11/26/2019,5929.62,5927.41,5941.51,5909.93,112.04M,0.08%
11/25/2019,5924.86,5917.84,5933.75,5908.29,62.13M,0.54%
11/22/2019,5893.13,5885.61,5930.46,5885.61,75.15M,0.20%
11/21/2019,5881.21,5860.55,5895.57,5834.26,76.24M,-0.22%
11/20/2019,5894.03,5880.69,5902.95,5859.58,74.18M,-0.25%
11/19/2019,5909.05,5936.99,5966.79,5895.91,72.29M,-0.35%
11/18/2019,5929.79,5939.64,5942.47,5900.35,70.81M,-0.16%
11/15/2019,5939.27,5933.07,5947.62,5907.95,74.07M,0.65%
11/14/2019,5901.08,5902.40,5916.90,5894.07,67.17M,-0.10%
11/13/2019,5907.09,5908.16,5917.57,5874.06,76.99M,-0.21%
11/12/2019,5919.75,5904.27,5931.19,5897.30,72.09M,0.44%
11/11/2019,5893.82,5873.74,5906.33,5871.71,60.61M,0.07%
11/08/2019,5889.70,5867.42,5889.70,5861.61,94.39M,-0.02%
11/07/2019,5890.99,5888.84,5894.87,5871.18,105.69M,0.41%
11/06/2019,5866.74,5847.61,5876.27,5838.40,86.95M,0.34%
11/05/2019,5846.89,5825.60,5850.01,5818.94,78.41M,0.39%
11/04/2019,5824.30,5788.36,5833.69,5784.85,86.43M,1.08%
11/01/2019,5761.89,5749.48,5778.29,5739.70,65.87M,0.56%
10/31/2019,5729.86,5770.26,5778.24,5718.63,112.06M,-0.62%
10/30/2019,5765.87,5749.69,5765.87,5720.27,90.96M,0.45%
10/29/2019,5740.14,5728.10,5742.08,5715.26,74.57M,0.17%
10/28/2019,5730.57,5720.73,5747.10,5711.10,69.81M,0.15%
10/25/2019,5722.15,5694.90,5722.64,5671.82,71.71M,0.67%
10/24/2019,5684.33,5678.26,5691.50,5659.95,83.63M,0.55%
10/23/2019,5653.44,5617.30,5657.65,5616.02,75.28M,-0.08%
10/22/2019,5657.69,5644.98,5658.65,5612.86,67.30M,0.17%
10/21/2019,5648.35,5633.04,5664.58,5625.10,77.64M,0.21%
10/18/2019,5636.25,5653.08,5667.59,5621.87,95.32M,-0.65%
10/17/2019,5673.07,5679.92,5737.15,5673.07,88.70M,-0.42%
10/16/2019,5696.90,5703.39,5708.91,5677.96,83.93M,-0.09%
10/15/2019,5702.05,5676.74,5724.31,5659.69,88.01M,1.04%
10/14/2019,5643.08,5646.33,5649.67,5600.11,65.36M,-0.40%
10/11/2019,5665.48,5576.95,5667.40,5574.26,115.45M,1.73%
10/10/2019,5569.05,5520.98,5581.07,5487.17,87.26M,1.27%
10/09/2019,5499.14,5458.16,5515.64,5447.01,69.27M,0.78%
10/08/2019,5456.62,5526.01,5531.29,5451.72,72.69M,-1.18%
10/07/2019,5521.61,5476.77,5524.19,5461.59,60.95M,0.61%
10/04/2019,5488.32,5456.83,5488.32,5426.00,76.20M,0.91%
10/03/2019,5438.77,5432.01,5472.62,5393.49,83.77M,0.30%
10/02/2019,5422.77,5587.14,5589.20,5422.77,104.45M,-3.12%
10/01/2019,5597.63,5696.20,5704.93,5594.93,75.96M,-1.41%
09/30/2019,5677.79,5636.15,5678.20,5624.94,77.13M,0.66%
09/27/2019,5640.58,5627.44,5645.36,5621.58,69.25M,0.36%
09/26/2019,5620.57,5573.63,5632.15,5572.41,71.04M,0.66%
09/25/2019,5583.80,5598.50,5600.76,5531.62,80.84M,-0.79%
09/24/2019,5628.33,5644.46,5648.46,5625.24,67.26M,-0.04%
09/23/2019,5630.76,5679.31,5683.93,5619.29,81.63M,-1.05%
09/20/2019,5690.78,5655.37,5696.25,5647.53,188.62M,0.56%
09/19/2019,5659.08,5617.70,5662.86,5616.91,78.68M,0.68%
09/18/2019,5620.65,5609.92,5634.79,5601.65,68.99M,0.09%
09/17/2019,5615.51,5602.96,5619.45,5587.74,82.37M,0.24%
09/16/2019,5602.23,5626.61,5632.74,5602.23,76.13M,-0.94%
09/13/2019,5655.46,5649.23,5672.07,5638.17,85.60M,0.22%
09/12/2019,5642.86,5633.95,5667.46,5596.37,110.36M,0.44%
09/11/2019,5618.06,5606.43,5626.05,5606.43,92.10M,0.44%
09/10/2019,5593.21,5586.88,5596.94,5555.51,106.34M,0.08%
09/09/2019,5588.95,5606.36,5611.59,5579.93,73.88M,-0.27%
09/06/2019,5603.99,5592.07,5610.70,5581.54,71.14M,0.19%
09/05/2019,5593.37,5569.59,5605.88,5559.82,84.38M,1.11%
09/04/2019,5532.07,5518.92,5537.10,5508.50,60.94M,1.21%
09/03/2019,5466.07,5484.36,5484.54,5441.18,57.45M,-0.49%
09/02/2019,5493.04,5483.43,5502.58,5479.82,42.35M,0.23%
08/30/2019,5480.48,5451.60,5504.01,5446.58,78.42M,0.56%
08/29/2019,5449.97,5359.00,5452.90,5354.55,69.42M,1.51%
08/28/2019,5368.80,5372.08,5375.04,5322.99,62.43M,-0.34%
08/27/2019,5387.09,5349.85,5399.18,5321.88,70.02M,0.67%
08/26/2019,5351.02,5310.16,5377.02,5300.99,49.09M,0.45%
08/23/2019,5326.87,5413.41,5421.28,5326.87,70.29M,-1.14%
08/22/2019,5388.25,5414.81,5439.64,5378.25,70.43M,-0.87%
08/21/2019,5435.48,5360.03,5441.35,5360.03,57.21M,1.70%
08/20/2019,5344.64,5363.59,5391.23,5328.94,65.79M,-0.50%
08/19/2019,5371.56,5333.13,5378.74,5325.72,71.54M,1.34%
08/16/2019,5300.79,5254.62,5306.07,5249.33,99.10M,1.22%
08/15/2019,5236.93,5274.90,5278.07,5170.77,88.56M,-0.27%
08/14/2019,5251.30,5367.54,5367.54,5233.86,97.17M,-2.08%
08/13/2019,5363.07,5292.94,5402.99,5268.47,99.39M,0.99%
08/12/2019,5310.31,5362.39,5386.46,5293.76,60.27M,-0.33%
08/09/2019,5327.92,5368.84,5374.90,5317.91,73.30M,-1.11%
08/08/2019,5387.96,5333.18,5387.96,5305.86,81.70M,2.31%
08/07/2019,5266.51,5252.73,5312.31,5226.39,92.20M,0.61%
08/06/2019,5234.65,5245.52,5297.45,5234.65,90.98M,-0.13%
08/05/2019,5241.55,5296.08,5315.60,5230.46,108.78M,-2.19%
08/02/2019,5359.00,5427.55,5455.13,5350.76,135.04M,-3.57%
08/01/2019,5557.41,5500.91,5563.65,5499.88,83.90M,0.70%
07/31/2019,5518.90,5511.51,5538.59,5503.13,86.82M,0.14%
07/30/2019,5511.07,5610.73,5611.00,5496.77,90.06M,-1.61%
07/29/2019,5601.10,5598.65,5624.34,5590.82,61.13M,-0.16%
07/26/2019,5610.05,5572.72,5614.25,5568.83,73.95M,0.57%
07/25/2019,5578.05,5646.73,5672.77,5549.66,109.64M,-0.50%
07/24/2019,5605.87,5617.86,5627.08,5583.14,71.05M,-0.22%
07/23/2019,5618.16,5590.60,5638.66,5580.52,80.26M,0.92%
07/22/2019,5567.02,5550.30,5575.74,5545.61,59.92M,0.26%
07/19/2019,5552.34,5580.99,5598.00,5534.25,67.54M,0.03%
07/18/2019,5550.55,5538.03,5585.81,5533.47,65.22M,-0.38%
07/17/2019,5571.71,5602.25,5621.21,5567.85,65.73M,-0.76%
07/16/2019,5614.38,5574.18,5626.79,5573.36,68.07M,0.65%
07/15/2019,5578.21,5581.11,5606.48,5550.86,55.43M,0.10%
07/12/2019,5572.86,5559.16,5587.84,5552.58,62.28M,0.38%
07/11/2019,5551.95,5589.68,5592.30,5548.95,59.25M,-0.28%
07/10/2019,5567.59,5562.44,5606.18,5557.66,62.66M,-0.08%
07/09/2019,5572.10,5578.34,5582.77,5544.62,64.27M,-0.31%
07/08/2019,5589.19,5580.26,5598.97,5572.77,56.69M,-0.08%
07/05/2019,5593.72,5613.92,5616.63,5573.35,65.87M,-0.48%
07/04/2019,5620.73,5622.80,5629.79,5613.03,47.60M,0.03%
07/03/2019,5618.81,5579.24,5618.81,5579.04,65.25M,0.75%
07/02/2019,5576.82,5578.38,5582.91,5556.76,69.66M,0.16%
07/01/2019,5567.91,5584.13,5611.28,5567.91,72.84M,0.52%
06/28/2019,5538.97,5491.17,5545.06,5486.28,80.40M,0.83%
06/27/2019,5493.61,5508.38,5511.22,5465.62,70.58M,-0.13%
06/26/2019,5500.72,5504.67,5531.45,5497.22,74.38M,-0.25%
06/25/2019,5514.57,5499.82,5523.57,5499.65,69.69M,-0.13%
06/24/2019,5521.71,5534.35,5547.11,5514.14,71.22M,-0.12%
06/21/2019,5528.33,5534.43,5582.24,5518.39,186.45M,-0.13%
06/20/2019,5535.57,5551.03,5564.13,5535.57,94.35M,0.31%
06/19/2019,5518.45,5513.32,5521.81,5496.54,96.95M,0.16%
06/18/2019,5509.73,5386.38,5516.06,5376.12,115.58M,2.20%
06/17/2019,5390.95,5370.76,5408.75,5368.07,61.98M,0.43%
06/14/2019,5367.62,5367.10,5369.38,5342.15,67.56M,-0.15%
06/13/2019,5375.63,5361.60,5392.51,5353.11,71.45M,0.01%
06/12/2019,5374.92,5379.15,5394.85,5358.81,73.50M,-0.62%
06/11/2019,5408.45,5382.88,5431.54,5381.31,85.09M,0.48%
06/10/2019,5382.50,5382.29,5397.35,5369.82,45.85M,0.34%
06/07/2019,5364.05,5299.71,5389.95,5299.71,88.15M,1.62%
06/06/2019,5278.43,5293.72,5332.69,5264.62,100.76M,-0.26%
06/05/2019,5292.00,5271.26,5306.83,5265.60,85.57M,0.45%
06/04/2019,5268.26,5204.22,5278.91,5191.61,104.12M,0.51%
06/03/2019,5241.46,5171.61,5241.46,5152.30,85.04M,0.65%
05/31/2019,5207.63,5198.76,5208.07,5160.91,95.54M,-0.79%
05/30/2019,5248.91,5241.95,5258.05,5229.74,55.59M,0.51%
05/29/2019,5222.12,5249.27,5252.52,5203.81,99.89M,-1.70%
05/28/2019,5312.69,5343.30,5351.09,5300.80,127.34M,-0.44%
05/27/2019,5336.19,5341.39,5364.22,5323.17,56.83M,0.37%
05/24/2019,5316.51,5307.80,5337.66,5302.52,89.06M,0.67%
05/23/2019,5281.37,5335.12,5340.38,5272.78,98.23M,-1.81%
05/22/2019,5378.98,5381.69,5399.72,5345.28,71.57M,-0.12%
05/21/2019,5385.46,5373.01,5394.91,5350.13,81.73M,0.50%
05/20/2019,5358.59,5425.30,5438.60,5333.31,91.53M,-1.46%
05/17/2019,5438.23,5428.17,5450.65,5401.66,99.76M,-0.18%
05/16/2019,5448.11,5365.37,5448.11,5346.54,92.43M,1.37%
05/15/2019,5374.26,5348.34,5374.26,5297.30,106.74M,0.62%
05/14/2019,5341.35,5292.08,5341.35,5288.92,89.06M,1.50%
05/13/2019,5262.57,5332.30,5334.06,5247.66,90.32M,-1.22%
05/10/2019,5327.44,5353.50,5372.25,5312.01,85.11M,0.27%
05/09/2019,5313.16,5358.10,5363.77,5307.06,99.32M,-1.93%
05/08/2019,5417.59,5388.72,5426.32,5378.18,78.54M,0.40%
05/07/2019,5395.75,5478.55,5490.33,5387.99,96.69M,-1.60%
05/06/2019,5483.52,5450.83,5489.54,5422.59,79.62M,-1.18%
05/03/2019,5548.84,5537.46,5563.12,5535.58,69.63M,0.18%
05/02/2019,5538.86,5568.20,5573.16,5537.99,95.30M,-0.85%
04/30/2019,5586.41,5570.43,5586.41,5553.10,95.05M,0.10%
04/29/2019,5580.98,5567.09,5593.60,5547.12,69.29M,0.21%
04/26/2019,5569.36,5570.07,5575.25,5546.82,77.76M,0.21%
04/25/2019,5557.67,5569.21,5571.86,5538.30,78.23M,-0.33%
04/24/2019,5576.06,5581.16,5597.60,5557.21,86.81M,-0.28%
04/23/2019,5591.69,5577.52,5596.21,5564.94,89.75M,0.20%
04/18/2019,5580.38,5548.66,5601.38,5527.94,108.89M,0.31%
04/17/2019,5563.09,5528.01,5569.28,5522.61,89.42M,0.62%
04/16/2019,5528.67,5510.72,5532.31,5503.35,78.38M,0.36%
04/15/2019,5508.73,5501.51,5518.37,5497.53,69.49M,0.11%
04/12/2019,5502.70,5478.95,5510.99,5474.36,84.27M,0.31%
04/11/2019,5485.72,5474.33,5498.89,5446.20,77.56M,0.66%
04/10/2019,5449.88,5442.68,5461.34,5440.32,72.99M,0.25%
04/09/2019,5436.42,5453.00,5491.85,5436.42,71.06M,-0.65%
04/08/2019,5471.78,5471.74,5486.63,5462.38,60.27M,-0.08%
04/05/2019,5476.20,5469.34,5486.00,5464.85,79.97M,0.23%
04/04/2019,5463.80,5460.83,5474.41,5448.40,71.96M,-0.09%
04/03/2019,5468.91,5458.02,5473.92,5451.44,90.47M,0.84%
04/02/2019,5423.47,5409.68,5433.51,5403.44,69.23M,0.33%
04/01/2019,5405.53,5394.50,5414.53,5376.18,79.57M,1.03%
03/29/2019,5350.53,5334.56,5356.07,5315.11,81.49M,1.02%
03/28/2019,5296.54,5299.03,5327.73,5291.64,76.68M,-0.09%
03/27/2019,5301.24,5312.70,5340.05,5279.65,95.76M,-0.12%
03/26/2019,5307.38,5271.14,5315.29,5257.79,66.78M,0.89%
03/25/2019,5260.64,5211.76,5276.74,5211.76,80.00M,-0.18%
03/22/2019,5269.92,5394.46,5398.47,5264.13,112.73M,-2.03%
03/21/2019,5378.85,5378.41,5393.33,5349.00,77.95M,-0.07%
03/20/2019,5382.66,5417.21,5429.44,5382.66,83.31M,-0.80%
03/19/2019,5425.90,5406.23,5443.10,5403.58,72.89M,0.24%
03/18/2019,5412.83,5403.54,5416.49,5401.47,73.39M,0.14%
03/15/2019,5405.32,5352.88,5421.51,5351.88,220.25M,1.04%
03/14/2019,5349.78,5308.75,5358.41,5308.75,83.17M,0.82%
03/13/2019,5306.38,5263.01,5309.77,5261.89,74.26M,0.69%
03/12/2019,5270.25,5290.94,5294.83,5245.76,82.11M,0.08%
03/11/2019,5265.96,5253.49,5268.59,5230.16,74.18M,0.66%
03/08/2019,5231.22,5233.97,5252.35,5221.03,102.97M,-0.70%
03/07/2019,5267.92,5282.14,5306.09,5249.32,103.55M,-0.39%
03/06/2019,5288.81,5288.40,5314.97,5281.95,19.09M,-0.16%
03/05/2019,5297.52,5288.55,5297.99,5267.57,76.56M,0.21%
03/04/2019,5286.57,5291.13,5310.64,5283.35,65.30M,0.41%
03/01/2019,5265.19,5267.14,5286.69,5262.47,91.05M,0.47%
02/28/2019,5240.53,5204.77,5247.55,5204.77,114.24M,0.29%
02/27/2019,5225.35,5218.12,5236.83,5211.54,89.56M,-0.26%
02/26/2019,5238.72,5212.86,5248.50,5197.29,76.92M,0.13%
02/25/2019,5231.85,5228.25,5242.22,5219.39,74.50M,0.31%
02/22/2019,5215.85,5190.94,5226.80,5190.28,77.54M,0.38%
02/21/2019,5196.11,5200.12,5206.38,5180.62,98.10M,0.00%
02/20/2019,5195.95,5168.59,5202.90,5159.06,77.03M,0.69%
02/19/2019,5160.52,5162.31,5176.41,5137.17,69.58M,-0.16%
02/18/2019,5168.54,5149.06,5170.96,5147.81,62.70M,0.30%
02/15/2019,5153.19,5061.54,5164.58,5059.50,113.88M,1.79%
02/14/2019,5062.52,5117.79,5117.79,5062.52,92.80M,-0.23%
02/13/2019,5074.27,5071.54,5092.19,5061.60,87.35M,0.35%
02/12/2019,5056.35,5052.33,5073.79,5039.99,83.93M,0.84%
02/11/2019,5014.47,4988.09,5023.29,4986.30,72.21M,1.06%
02/08/2019,4961.64,4980.81,5005.64,4946.14,103.29M,-0.48%
02/07/2019,4985.56,5075.75,5083.89,4985.56,114.70M,-1.84%
02/06/2019,5079.05,5060.65,5083.81,5058.04,87.94M,-0.08%
02/05/2019,5083.34,5009.83,5083.34,4997.53,89.91M,1.66%
02/04/2019,5000.19,5014.31,5019.40,4970.70,72.85M,-0.38%
02/01/2019,5019.26,5004.65,5023.37,4980.50,82.26M,0.53%
01/31/2019,4992.72,4993.09,5016.28,4955.50,105.82M,0.36%
01/30/2019,4974.76,4943.68,4974.76,4942.64,70.99M,0.95%
01/29/2019,4928.18,4889.34,4949.45,4879.66,68.46M,0.81%
01/28/2019,4888.58,4903.95,4912.10,4878.62,66.85M,-0.76%
01/25/2019,4925.82,4895.59,4931.80,4890.90,85.53M,1.11%
01/24/2019,4871.96,4839.59,4883.90,4832.40,85.45M,0.65%
01/23/2019,4840.38,4831.92,4875.41,4820.14,81.03M,-0.15%
01/22/2019,4847.53,4841.18,4863.30,4824.06,70.10M,-0.42%
01/21/2019,4867.78,4865.79,4872.62,4859.76,50.95M,-0.17%
01/18/2019,4875.93,4825.97,4881.57,4824.26,109.41M,1.70%
01/17/2019,4794.37,4782.63,4801.67,4772.64,85.23M,-0.34%
01/16/2019,4810.74,4811.59,4816.49,4784.79,83.61M,0.51%
01/15/2019,4786.17,4799.58,4816.73,4754.69,86.00M,0.49%
01/14/2019,4762.75,4740.31,4773.15,4730.55,71.65M,-0.39%
01/11/2019,4781.34,4814.66,4821.28,4760.84,79.42M,-0.51%
01/10/2019,4805.66,4788.76,4805.66,4759.76,78.49M,-0.16%
01/09/2019,4813.58,4811.18,4843.48,4801.83,97.09M,0.84%
01/08/2019,4773.27,4722.16,4810.27,4719.23,101.15M,1.15%
01/07/2019,4719.17,4757.01,4760.27,4690.22,76.19M,-0.38%
01/04/2019,4737.12,4649.63,4750.51,4636.79,98.94M,2.72%
01/03/2019,4611.49,4641.80,4671.28,4607.68,81.18M,-1.66%
01/02/2019,4689.39,4642.18,4699.98,4606.20,79.36M,-0.87%
12/31/2018,4730.69,4708.74,4731.49,4696.12,23.97M,1.11%
12/28/2018,4678.74,4641.05,4700.49,4623.97,69.67M,1.74%
12/27/2018,4598.61,4689.20,4692.43,4555.99,92.22M,-0.60%
12/24/2018,4626.39,4650.42,4664.20,4622.03,25.36M,-1.45%
12/21/2018,4694.38,4672.77,4696.18,4628.24,192.92M,0.04%
12/20/2018,4692.46,4709.75,4719.61,4685.61,124.58M,-1.78%
12/19/2018,4777.45,4766.73,4794.01,4761.63,99.17M,0.49%
12/18/2018,4754.08,4773.19,4804.98,4754.08,112.66M,-0.95%
12/17/2018,4799.87,4840.12,4847.50,4788.88,86.41M,-1.11%
12/14/2018,4853.70,4853.12,4873.16,4822.89,92.45M,-0.88%
12/13/2018,4896.92,4926.86,4935.48,4890.44,90.92M,-0.26%
12/12/2018,4909.45,4834.24,4924.66,4829.12,110.10M,2.15%
12/11/2018,4806.20,4781.94,4853.92,4770.07,105.10M,1.35%
12/10/2018,4742.38,4797.92,4809.98,4732.02,111.81M,-1.47%
12/07/2018,4813.13,4813.62,4877.13,4812.38,98.47M,0.68%
12/06/2018,4780.46,4898.35,4898.35,4760.98,144.86M,-3.32%
12/05/2018,4944.37,4963.18,4976.63,4941.45,80.93M,-1.36%
12/04/2018,5012.66,5036.95,5043.26,5012.48,86.84M,-0.82%
12/03/2018,5053.98,5112.58,5115.13,5043.20,105.05M,1.00%
11/30/2018,5003.92,5016.45,5016.86,4974.99,111.31M,-0.05%
11/29/2018,5006.25,5026.66,5036.81,4995.95,84.67M,0.46%
11/28/2018,4983.24,4998.14,5007.47,4977.93,86.87M,0.00%
11/27/2018,4983.15,4992.53,5013.69,4958.71,87.96M,-0.24%
11/26/2018,4994.98,4982.54,5023.78,4973.71,97.15M,0.97%
11/23/2018,4946.95,4939.79,4968.50,4913.72,63.89M,0.18%
11/22/2018,4938.14,4958.89,4961.35,4923.80,62.41M,-0.75%
11/21/2018,4975.50,4949.72,4978.92,4930.25,84.76M,1.03%
11/20/2018,4924.89,4962.85,4967.98,4894.30,100.38M,-1.21%
11/19/2018,4985.45,5040.68,5062.75,4979.98,78.12M,-0.79%
11/16/2018,5025.20,5068.64,5081.00,4986.19,102.70M,-0.17%
11/15/2018,5033.62,5097.09,5106.56,4993.48,102.95M,-0.70%
11/14/2018,5068.85,5062.44,5131.04,5026.22,91.08M,-0.65%
