Date,Price,Open,High,Low,Vol.,Change %
09/06/2021,8882.30,8889.50,8915.90,8874.30,67.76M,0.21%
09/03/2021,8864.00,8981.50,8984.50,8852.60,139.73M,-1.31%
09/02/2021,8981.40,8982.10,9020.70,8958.00,100.43M,-0.11%
09/01/2021,8991.50,8923.70,9055.50,8923.70,132.65M,1.64%
08/31/2021,8846.60,8880.60,8913.20,8783.30,185.16M,-0.24%
08/30/2021,8867.90,8925.70,8936.20,8853.00,54.12M,-0.61%
08/27/2021,8922.20,8899.10,8924.10,8848.90,74.73M,0.33%
08/26/2021,8892.70,8945.00,8946.40,8890.10,101.74M,-0.94%
08/25/2021,8977.40,8958.70,9000.00,8947.30,128.02M,0.32%
08/24/2021,8948.60,8996.10,9010.90,8884.30,101.64M,-0.22%
08/23/2021,8968.10,8973.40,8989.90,8910.90,91.09M,0.59%
08/20/2021,8915.30,8893.70,8941.10,8851.50,126.92M,0.15%
08/19/2021,8902.20,8839.90,8952.20,8809.20,137.59M,-0.76%
08/18/2021,8970.20,8852.70,8978.30,8845.90,112.29M,1.18%
08/17/2021,8865.70,8872.40,8880.20,8833.30,128.85M,-0.68%
08/16/2021,8926.60,8933.70,8979.90,8900.20,96.31M,-0.81%
08/13/2021,8999.80,8987.90,9015.70,8978.10,90.57M,0.23%
08/12/2021,8979.40,8974.10,8999.60,8961.50,98.15M,0.04%
08/11/2021,8975.80,8915.90,8981.50,8911.90,112.21M,0.86%
08/10/2021,8899.00,8867.60,8903.20,8842.40,106.39M,0.37%
08/09/2021,8865.90,8870.20,8893.70,8843.60,102.35M,-0.15%
08/06/2021,8879.00,8839.90,8892.60,8796.80,139.02M,0.48%
08/05/2021,8836.50,8780.00,8842.30,8747.40,108.95M,0.50%
08/04/2021,8792.90,8806.60,8806.60,8735.40,117.42M,0.23%
08/03/2021,8772.80,8780.20,8824.20,8735.60,131.90M,0.16%
08/02/2021,8758.70,8723.30,8815.20,8723.30,140.85M,0.96%
07/30/2021,8675.70,8737.50,8753.50,8665.70,203.15M,-1.26%
07/29/2021,8786.30,8765.10,8840.70,8753.80,188.72M,0.60%
07/28/2021,8733.70,8716.90,8774.60,8691.80,153.26M,0.40%
07/27/2021,8699.20,8723.70,8768.50,8651.70,131.61M,-0.87%
07/26/2021,8775.20,8655.10,8786.70,8630.70,136.52M,0.67%
07/23/2021,8717.20,8657.40,8757.50,8652.10,123.29M,1.11%
07/22/2021,8621.80,8604.10,8683.70,8601.50,140.85M,0.64%
07/21/2021,8567.00,8390.90,8585.40,8384.30,160.92M,2.50%
07/20/2021,8358.00,8337.80,8384.80,8265.60,155.55M,0.68%
07/19/2021,8301.70,8450.90,8455.20,8252.20,212.39M,-2.40%
07/16/2021,8506.20,8546.60,8607.40,8423.10,147.77M,-0.24%
07/15/2021,8527.00,8626.40,8626.40,8507.40,131.27M,-1.52%
07/14/2021,8658.30,8674.70,8712.00,8625.60,120.51M,-0.42%
07/13/2021,8694.80,8824.30,8832.20,8676.70,133.85M,-1.38%
07/12/2021,8816.70,8791.90,8822.00,8696.80,103.46M,0.46%
07/09/2021,8776.60,8680.80,8780.70,8654.50,141.62M,1.46%
07/08/2021,8650.10,8768.10,8772.90,8597.80,201.97M,-2.31%
07/07/2021,8854.50,8877.90,8904.50,8826.00,150.00M,-0.07%
07/06/2021,8860.80,8924.10,8959.90,8837.20,152.72M,-0.96%
07/05/2021,8946.40,8900.50,8965.50,8862.40,100.80M,0.44%
07/02/2021,8907.60,8951.70,8968.10,8873.60,115.69M,-0.28%
07/01/2021,8932.30,8862.30,8957.80,8862.20,122.72M,1.26%
06/30/2021,8821.20,8892.70,8903.70,8765.30,190.18M,-1.05%
06/29/2021,8915.10,8897.40,8957.60,8884.80,142.24M,0.02%
06/28/2021,8913.70,9075.50,9083.50,8913.70,152.78M,-1.99%
06/25/2021,9095.00,9101.00,9107.20,9034.60,130.34M,0.23%
06/24/2021,9074.10,9015.40,9098.10,8985.10,130.94M,1.34%
06/23/2021,8954.10,9072.20,9092.70,8954.10,112.81M,-1.10%
06/22/2021,9053.30,9073.70,9073.70,8998.80,137.67M,0.02%
06/21/2021,9051.70,8970.10,9063.20,8906.00,167.38M,0.23%
06/18/2021,9030.60,9166.30,9185.40,8976.40,452.78M,-1.80%
06/17/2021,9195.90,9178.80,9272.00,9170.70,203.70M,-0.07%
06/16/2021,9202.20,9266.30,9274.60,9201.00,161.80M,-0.31%
06/15/2021,9230.70,9310.80,9310.80,9220.70,119.44M,-0.54%
06/14/2021,9281.10,9238.70,9302.70,9233.00,135.89M,0.83%
06/11/2021,9205.00,9144.00,9211.80,9131.10,107.06M,0.78%
06/10/2021,9133.80,9190.80,9205.10,9113.10,154.77M,-0.24%
06/09/2021,9156.10,9157.20,9185.00,9128.80,124.75M,0.03%
06/08/2021,9153.60,9159.60,9204.80,9110.60,144.26M,-0.11%
06/07/2021,9163.60,9076.10,9175.90,9042.00,129.67M,0.83%
06/04/2021,9088.30,9144.50,9158.80,9071.20,131.21M,-0.59%
06/03/2021,9142.40,9179.80,9189.40,9086.60,164.22M,-0.42%
06/02/2021,9180.70,9198.30,9216.00,9152.00,137.51M,-0.10%
06/01/2021,9189.70,9167.30,9226.80,9137.20,143.12M,0.45%
05/31/2021,9148.90,9224.20,9226.10,9148.90,102.39M,-0.82%
05/28/2021,9224.60,9237.80,9243.30,9204.30,192.32M,0.42%
05/27/2021,9186.10,9183.80,9254.70,9173.50,325.44M,-0.12%
05/26/2021,9196.90,9232.00,9243.40,9144.90,160.83M,-0.13%
05/25/2021,9208.70,9220.90,9245.60,9197.00,147.29M,0.03%
05/24/2021,9205.50,9230.40,9243.20,9170.80,91.84M,0.02%
05/21/2021,9204.00,9129.60,9223.90,9110.60,175.41M,0.87%
05/20/2021,9124.30,9112.10,9124.30,8997.20,138.31M,0.59%
05/19/2021,9070.70,9121.40,9164.70,8977.90,200.25M,-1.23%
05/18/2021,9183.90,9214.20,9241.50,9127.20,176.04M,0.31%
05/17/2021,9155.60,9166.70,9203.00,9099.50,164.17M,0.11%
05/14/2021,9145.60,9036.30,9149.00,9005.90,161.36M,2.00%
05/13/2021,8966.20,8932.70,8989.60,8804.30,173.52M,-0.46%
05/12/2021,9007.70,8990.20,9055.20,8953.40,195.76M,0.23%
05/11/2021,8987.20,9065.10,9078.70,8948.10,232.09M,-1.72%
05/10/2021,9144.30,9121.50,9149.10,9061.10,237.08M,0.94%
05/07/2021,9059.20,9042.00,9065.90,8982.90,191.89M,0.86%
05/06/2021,8982.20,8982.60,9010.50,8912.20,188.33M,0.16%
05/05/2021,8967.80,8896.70,8967.80,8881.40,180.44M,1.56%
05/04/2021,8830.40,8906.00,9002.40,8811.90,231.90M,-0.71%
05/03/2021,8893.70,8821.60,8904.70,8796.30,150.40M,0.89%
04/30/2021,8815.00,8822.30,8860.40,8808.60,267.61M,-0.09%
04/29/2021,8823.20,8821.80,8869.90,8801.40,261.77M,0.27%
04/28/2021,8799.60,8779.10,8815.90,8717.60,218.20M,0.49%
04/27/2021,8756.70,8690.80,8756.70,8655.30,183.16M,0.63%
04/26/2021,8701.90,8629.90,8714.60,8590.60,163.00M,0.97%
04/23/2021,8618.60,8629.40,8674.00,8571.70,118.12M,-0.44%
04/22/2021,8656.80,8548.60,8656.80,8527.50,136.38M,1.61%
04/21/2021,8519.80,8492.90,8566.30,8426.20,175.19M,0.71%
04/20/2021,8459.40,8699.40,8703.90,8450.70,214.62M,-2.89%
04/19/2021,8711.40,8613.80,8741.40,8609.30,171.38M,1.14%
04/16/2021,8613.50,8585.00,8656.40,8553.60,176.86M,0.49%
04/15/2021,8571.60,8603.10,8621.90,8564.70,146.07M,-0.20%
04/14/2021,8588.40,8532.60,8595.70,8510.10,133.52M,0.74%
04/13/2021,8525.10,8533.20,8568.30,8467.30,152.57M,-0.09%
04/12/2021,8532.60,8556.10,8556.90,8481.00,131.41M,-0.39%
04/09/2021,8565.80,8639.30,8647.40,8565.80,133.46M,-0.83%
04/08/2021,8637.80,8626.50,8637.80,8564.40,165.76M,0.47%
04/07/2021,8597.40,8648.30,8661.80,8592.20,137.39M,-0.43%
04/06/2021,8634.60,8673.20,8691.90,8615.50,201.72M,0.66%
04/01/2021,8577.60,8595.60,8610.10,8542.70,150.98M,-0.03%
03/31/2021,8580.00,8594.70,8652.20,8568.00,265.54M,-0.18%
03/30/2021,8595.20,8542.90,8612.30,8532.40,171.86M,1.21%
03/29/2021,8492.10,8502.80,8540.40,8451.50,177.59M,-0.07%
03/26/2021,8498.20,8480.50,8528.80,8437.80,233.90M,1.05%
03/25/2021,8409.50,8420.30,8439.20,8299.70,161.36M,-0.41%
03/24/2021,8443.70,8351.30,8443.70,8288.80,187.92M,0.64%
03/23/2021,8390.30,8316.70,8425.90,8274.20,203.40M,0.56%
03/22/2021,8343.50,8430.20,8432.60,8324.80,229.08M,-1.76%
03/19/2021,8493.00,8560.10,8591.20,8465.90,375.05M,-1.53%
03/18/2021,8624.60,8632.60,8658.80,8587.10,237.34M,0.29%
03/17/2021,8599.50,8652.10,8659.10,8570.10,173.24M,-0.67%
03/16/2021,8657.70,8679.40,8717.60,8617.80,209.94M,0.26%
03/15/2021,8635.40,8689.90,8740.10,8617.60,210.89M,-0.11%
03/12/2021,8644.50,8570.00,8644.50,8554.40,149.11M,0.60%
03/11/2021,8593.00,8567.60,8609.50,8495.80,189.02M,0.80%
03/10/2021,8525.20,8479.50,8561.10,8462.30,203.75M,0.34%
03/09/2021,8496.40,8446.30,8516.20,8416.00,281.90M,0.62%
03/08/2021,8444.20,8358.00,8458.40,8307.50,235.09M,1.90%
03/05/2021,8286.80,8322.10,8387.10,8239.70,259.82M,-0.80%
03/04/2021,8354.00,8285.10,8382.20,8273.90,207.04M,0.30%
03/03/2021,8329.30,8397.60,8466.60,8278.50,240.92M,-0.32%
03/02/2021,8355.80,8360.90,8436.50,8328.60,177.71M,-0.27%
03/01/2021,8378.10,8324.60,8395.90,8291.30,182.10M,1.86%
02/26/2021,8225.00,8218.60,8377.10,8166.30,291.87M,-1.12%
02/25/2021,8317.80,8331.20,8387.00,8310.70,309.76M,0.58%
02/24/2021,8269.60,8266.60,8311.50,8205.20,225.85M,0.21%
02/23/2021,8252.10,8128.00,8259.90,8107.60,293.16M,1.72%
02/22/2021,8112.20,8119.60,8126.30,8045.30,221.47M,-0.48%
02/19/2021,8151.60,8066.70,8172.60,8016.10,209.01M,1.16%
02/18/2021,8058.10,8133.50,8168.60,8045.30,151.46M,-0.80%
02/17/2021,8122.70,8140.80,8176.30,8073.90,190.61M,-0.38%
02/16/2021,8153.70,8215.10,8222.30,8129.20,164.69M,-0.61%
02/15/2021,8203.50,8124.40,8218.60,8108.20,193.91M,1.84%
02/12/2021,8055.00,8025.00,8055.00,7921.30,157.83M,0.22%
02/11/2021,8037.60,8067.10,8095.10,8008.20,136.46M,-0.34%
02/10/2021,8065.40,8127.20,8144.30,8026.90,170.30M,-0.44%
02/09/2021,8101.00,8216.80,8219.00,8090.80,159.55M,-1.44%
02/08/2021,8219.00,8251.80,8260.30,8187.90,203.54M,0.05%
02/05/2021,8214.70,8129.80,8227.20,8107.30,261.54M,1.13%
02/04/2021,8122.60,8031.40,8122.60,8005.40,241.67M,1.37%
02/03/2021,8012.80,8048.20,8088.20,7983.30,220.82M,0.78%
02/02/2021,7950.90,7844.60,7958.90,7828.10,238.44M,1.96%
02/01/2021,7798.20,7823.00,7842.30,7779.80,182.01M,0.52%
01/29/2021,7757.50,7825.80,7882.90,7757.30,250.62M,-2.21%
01/28/2021,7932.50,7767.20,7958.90,7713.50,201.66M,1.02%
01/27/2021,7852.70,7950.40,7995.50,7782.50,208.28M,-1.41%
01/26/2021,7964.90,7907.70,8008.50,7907.70,177.64M,0.86%
01/25/2021,7897.30,8076.90,8085.80,7846.00,218.85M,-1.73%
01/22/2021,8036.40,8072.70,8078.10,7971.10,233.70M,-1.06%
01/21/2021,8122.10,8234.50,8275.90,8117.90,179.93M,-1.00%
01/20/2021,8204.10,8220.30,8240.90,8140.30,147.52M,0.06%
01/19/2021,8199.00,8303.70,8320.20,8198.40,162.96M,-0.67%
01/18/2021,8254.50,8194.70,8259.40,8180.70,122.09M,0.29%
01/15/2021,8230.70,8332.20,8361.70,8173.80,251.31M,-1.69%
01/14/2021,8372.40,8360.90,8394.40,8335.90,196.76M,0.14%
01/13/2021,8361.10,8353.90,8386.60,8318.70,206.41M,0.18%
01/12/2021,8345.90,8375.20,8396.30,8322.40,207.30M,-0.14%
01/11/2021,8357.50,8369.20,8411.90,8317.00,188.25M,-0.60%
01/08/2021,8407.70,8439.70,8439.70,8366.20,204.98M,0.26%
01/07/2021,8385.80,8383.80,8399.50,8274.10,247.34M,0.43%
01/06/2021,8350.30,8179.80,8383.70,8134.10,275.70M,3.20%
01/05/2021,8091.50,8052.20,8118.10,8037.40,173.80M,-0.10%
01/04/2021,8099.20,8191.80,8207.20,8053.00,213.15M,0.32%
12/31/2020,8073.70,8116.90,8129.80,8073.70,82.26M,-0.99%
12/30/2020,8154.40,8174.20,8194.20,8149.80,129.93M,-0.25%
12/29/2020,8174.80,8203.20,8225.80,8167.00,143.79M,0.24%
12/28/2020,8155.60,8179.30,8192.10,8122.20,147.46M,0.54%
12/24/2020,8111.50,8101.20,8112.40,8073.30,83.71M,0.47%
12/23/2020,8073.60,7948.80,8084.20,7940.00,183.11M,1.76%
12/22/2020,7934.20,7822.00,7942.40,7818.00,187.11M,1.85%
12/21/2020,7789.80,7860.90,7872.30,7663.50,339.12M,-3.08%
12/18/2020,8037.40,8114.30,8159.40,8036.70,355.17M,-1.42%
12/17/2020,8153.40,8164.60,8180.80,8110.50,193.10M,0.17%
12/16/2020,8139.50,8166.40,8209.70,8104.40,218.43M,-0.16%
12/15/2020,8152.40,8153.20,8166.60,8099.70,213.88M,0.14%
12/14/2020,8140.80,8160.20,8222.50,8140.50,225.31M,0.96%
12/11/2020,8063.10,8147.80,8151.40,7978.10,269.81M,-1.46%
12/10/2020,8182.30,8260.30,8284.30,8124.90,272.11M,-0.64%
12/09/2020,8235.30,8262.20,8292.60,8223.10,212.04M,0.09%
12/08/2020,8227.60,8262.40,8273.60,8206.30,202.82M,-0.58%
12/07/2020,8275.60,8283.30,8296.40,8225.50,228.16M,-0.57%
12/04/2020,8322.90,8201.20,8322.90,8197.00,352.97M,1.49%
12/03/2020,8200.70,8208.10,8223.40,8154.80,233.47M,-0.24%
12/02/2020,8220.80,8111.10,8226.20,8104.20,310.84M,0.98%
12/01/2020,8140.80,8112.70,8176.40,8100.20,284.95M,0.79%
11/30/2020,8076.90,8130.60,8165.20,8075.40,544.91M,-1.39%
11/27/2020,8190.70,8069.10,8190.70,8054.40,415.13M,1.06%
11/26/2020,8104.60,8184.80,8184.90,8086.70,218.32M,-0.74%
11/25/2020,8164.70,8172.40,8199.90,8084.40,294.45M,0.26%
11/24/2020,8143.20,8052.40,8143.20,8045.30,351.64M,2.03%
11/23/2020,7981.20,8029.10,8067.30,7972.20,278.31M,0.04%
11/20/2020,7977.90,7938.80,8001.10,7920.00,232.65M,0.60%
11/19/2020,7930.20,7907.20,7978.80,7863.90,261.61M,-0.64%
11/18/2020,7981.50,7914.10,7994.30,7888.70,296.39M,0.59%
11/17/2020,7934.30,7979.00,7979.00,7835.80,428.97M,-0.65%
11/16/2020,7986.20,7905.90,8102.40,7879.00,601.88M,2.60%
11/13/2020,7783.70,7698.60,7823.10,7686.20,297.81M,0.75%
11/12/2020,7726.00,7721.70,7773.30,7688.00,309.66M,-0.87%
11/11/2020,7793.70,7733.80,7804.60,7675.80,401.25M,1.07%
11/10/2020,7711.40,7447.10,7720.30,7439.50,705.61M,3.38%
11/09/2020,7459.40,6972.30,7535.30,6945.80,751.20M,8.57%
11/06/2020,6870.40,6890.60,6940.40,6829.40,206.31M,-0.78%
11/05/2020,6924.20,6833.50,6948.30,6814.20,255.82M,2.10%
11/04/2020,6781.90,6616.70,6790.80,6563.70,274.82M,0.45%
11/03/2020,6751.60,6636.10,6760.80,6608.70,281.85M,2.52%
11/02/2020,6585.60,6481.40,6590.70,6396.30,222.25M,2.07%
10/30/2020,6452.20,6351.40,6461.60,6345.30,260.71M,0.63%
10/29/2020,6411.80,6467.70,6514.00,6329.50,298.20M,-0.97%
10/28/2020,6474.40,6560.80,6563.80,6423.30,323.76M,-2.66%
10/27/2020,6651.30,6845.20,6846.70,6647.00,273.17M,-2.14%
10/26/2020,6796.90,6797.90,6904.20,6789.70,195.99M,-1.40%
10/23/2020,6893.40,6802.10,6902.00,6791.90,221.93M,1.42%
10/22/2020,6796.60,6775.20,6839.50,6709.30,212.05M,-0.22%
10/21/2020,6811.50,6961.50,6962.20,6806.10,207.33M,-1.67%
10/20/2020,6927.30,6834.80,6972.10,6826.70,221.48M,0.98%
10/19/2020,6860.20,6882.10,6932.80,6816.40,173.62M,0.15%
10/16/2020,6849.70,6851.90,6877.00,6784.60,234.16M,0.48%
10/15/2020,6816.80,6840.20,6842.30,6763.00,237.25M,-1.44%
10/14/2020,6916.60,6880.40,6946.80,6846.50,178.69M,0.60%
10/13/2020,6875.20,6945.20,6960.60,6854.60,205.87M,-1.09%
10/12/2020,6951.00,6968.80,6979.90,6924.80,167.26M,0.00%
10/09/2020,6950.90,6992.90,7024.60,6936.70,182.75M,-0.60%
10/08/2020,6992.80,6953.20,7018.80,6951.70,202.09M,1.20%
10/07/2020,6910.10,6920.20,6952.60,6887.10,207.42M,-0.38%
10/06/2020,6936.20,6860.10,6975.40,6838.80,265.23M,1.44%
10/05/2020,6837.90,6814.50,6851.00,6794.10,237.49M,1.23%
10/02/2020,6754.50,6675.40,6754.50,6648.90,227.14M,0.35%
10/01/2020,6730.70,6789.10,6800.80,6701.20,227.52M,0.21%
09/30/2020,6716.60,6663.60,6771.10,6639.70,247.93M,0.04%
09/29/2020,6713.60,6769.50,6790.70,6713.60,198.77M,-1.15%
09/28/2020,6791.50,6709.20,6798.90,6681.40,212.05M,2.46%
09/25/2020,6628.30,6647.40,6681.90,6552.30,263.36M,-0.23%
09/24/2020,6643.40,6577.60,6705.70,6562.60,285.83M,-0.16%
09/23/2020,6654.20,6717.80,6781.10,6654.20,294.83M,0.08%
09/22/2020,6648.60,6752.90,6758.00,6645.60,286.49M,-0.65%
09/21/2020,6692.30,6892.90,6892.90,6678.80,384.70M,-3.43%
09/18/2020,6929.80,7073.80,7075.30,6923.60,975.21M,-2.21%
09/17/2020,7086.20,7027.10,7101.80,7013.80,214.24M,-0.35%
09/16/2020,7110.80,7048.30,7110.80,7020.70,239.81M,1.06%
09/15/2020,7036.00,6958.90,7064.00,6954.80,204.19M,1.22%
09/14/2020,6951.10,6989.80,7005.70,6935.00,199.77M,0.11%
09/11/2020,6943.20,6989.40,7000.90,6910.40,209.12M,-0.80%
09/10/2020,6999.20,7020.60,7050.90,6967.40,211.10M,-0.31%
09/09/2020,7020.90,6946.40,7038.60,6938.90,202.90M,0.95%
09/08/2020,6955.00,7087.90,7102.60,6899.00,246.70M,-1.78%
09/07/2020,7080.70,7032.80,7098.00,7013.00,257.58M,1.30%
09/04/2020,6989.70,7015.70,7133.40,6954.70,462.54M,-0.23%
09/03/2020,7006.00,7065.20,7159.60,6971.20,246.67M,0.13%
09/02/2020,6996.90,6973.10,7046.10,6963.90,208.51M,0.57%
09/01/2020,6956.90,7038.50,7042.00,6903.00,226.08M,-0.18%
08/31/2020,6969.50,7174.30,7198.30,6960.00,205.26M,-2.29%
08/28/2020,7133.00,7114.70,7162.90,7055.10,193.35M,0.60%
08/27/2020,7090.70,7114.10,7130.20,7029.20,162.18M,-0.45%
08/26/2020,7123.00,7088.40,7136.50,7070.40,122.06M,0.21%
08/25/2020,7108.40,7147.90,7215.10,7103.20,189.75M,-0.01%
08/24/2020,7109.10,7044.20,7120.80,7037.30,147.79M,1.82%
08/21/2020,6982.10,7016.70,7025.90,6900.50,171.12M,-0.16%
08/20/2020,6993.30,7011.40,7034.50,6974.90,155.67M,-1.42%
08/19/2020,7094.30,7039.10,7094.30,7002.80,132.23M,0.72%
08/18/2020,7043.50,7065.70,7165.60,7024.40,142.78M,-0.66%
08/17/2020,7090.10,7141.50,7173.30,7064.10,131.24M,-0.90%
08/14/2020,7154.30,7224.10,7227.60,7064.00,175.80M,-1.33%
08/13/2020,7250.50,7267.90,7321.90,7240.80,159.77M,-0.62%
08/12/2020,7296.00,7250.30,7317.90,7225.70,219.85M,0.45%
08/11/2020,7263.50,7104.00,7290.10,7104.00,271.63M,2.97%
08/10/2020,7053.90,7004.40,7053.90,6957.00,208.03M,1.49%
08/07/2020,6950.50,6929.10,6961.80,6876.70,184.15M,-0.11%
08/06/2020,6957.90,7022.10,7046.10,6917.00,205.85M,-1.16%
08/05/2020,7039.70,7073.20,7123.50,7027.70,208.80M,0.26%
08/04/2020,7021.60,7003.00,7064.80,6955.40,225.24M,0.67%
08/03/2020,6975.00,6867.40,6983.30,6788.90,282.34M,1.42%
07/31/2020,6877.40,7025.20,7049.50,6877.40,312.30M,-1.70%
07/30/2020,6996.60,7192.30,7192.70,6924.70,324.38M,-2.91%
07/29/2020,7206.20,7247.60,7260.20,7171.30,210.36M,-0.55%
07/28/2020,7246.40,7191.90,7257.30,7170.60,162.30M,1.06%
07/27/2020,7170.60,7267.80,7268.00,7141.30,232.71M,-1.70%
07/24/2020,7294.70,7301.80,7322.70,7241.10,183.91M,-1.22%
07/23/2020,7384.90,7434.70,7442.20,7357.20,167.59M,-0.07%
07/22/2020,7390.10,7474.70,7498.60,7368.20,192.70M,-1.39%
07/21/2020,7494.50,7554.20,7654.80,7473.50,300.45M,0.22%
07/20/2020,7478.00,7442.50,7495.50,7365.10,148.68M,0.51%
07/17/2020,7440.40,7474.10,7485.00,7395.80,196.83M,-0.46%
07/16/2020,7474.70,7438.80,7498.00,7425.30,178.62M,-0.17%
07/15/2020,7487.60,7416.10,7529.60,7317.60,262.96M,1.84%
07/14/2020,7352.00,7344.40,7352.00,7268.40,201.39M,-1.01%
07/13/2020,7426.90,7403.20,7452.10,7345.90,179.02M,1.45%
07/10/2020,7321.10,7198.40,7324.30,7183.20,182.31M,1.16%
07/09/2020,7236.90,7369.90,7383.50,7221.10,176.47M,-1.22%
07/08/2020,7326.40,7361.00,7382.70,7307.40,213.49M,-1.62%
07/07/2020,7447.40,7491.50,7511.30,7441.30,191.35M,-1.44%
07/06/2020,7556.20,7566.50,7632.30,7517.30,253.51M,2.06%
07/03/2020,7403.50,7510.30,7520.60,7374.90,181.47M,-1.27%
07/02/2020,7498.60,7292.70,7538.20,7292.70,310.24M,3.75%
07/01/2020,7227.40,7245.60,7283.90,7127.10,194.03M,-0.06%
06/30/2020,7231.40,7270.60,7307.50,7173.00,233.65M,-0.64%
06/29/2020,7278.10,7160.10,7318.30,7146.30,216.62M,1.39%
06/26/2020,7178.40,7324.50,7344.90,7172.10,215.72M,-1.26%
06/25/2020,7270.30,7176.40,7295.80,7077.80,267.87M,1.04%
06/24/2020,7195.50,7403.90,7440.90,7195.50,248.46M,-3.27%
06/23/2020,7438.40,7408.80,7495.10,7366.60,260.90M,1.26%
